Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIN,MIN vs. MIL,10/29/2010,2010-11,W,240,96,32,85,37.6,6,22,27.3,26,36,72.2,20,42,62,13,8,11,19,27,11
MIL,MIL @ MIN,10/29/2010,2010-11,L,240,85,31,87,35.6,3,20,15.0,20,25,80.0,9,30,39,18,4,5,14,29,-11
MEM,MEM @ DAL,10/29/2010,2010-11,W,240,91,31,80,38.8,4,15,26.7,25,36,69.4,14,31,45,17,12,3,13,24,1
DAL,DAL vs. MEM,10/29/2010,2010-11,L,240,90,34,72,47.2,6,18,33.3,16,24,66.7,8,37,45,24,7,6,20,22,-1
ORL,ORL @ MIA,10/29/2010,2010-11,L,240,70,21,69,30.4,4,24,16.7,24,34,70.6,8,32,40,5,5,3,16,20,-26
MIA,MIA vs. ORL,10/29/2010,2010-11,W,240,96,33,81,40.7,9,18,50.0,21,27,77.8,14,37,51,17,6,5,12,27,26
DET,DET vs. OKC,10/29/2010,2010-11,L,240,104,40,85,47.1,8,12,66.7,16,20,80.0,15,28,43,16,1,7,18,27,-1
OKC,OKC @ DET,10/29/2010,2010-11,W,240,105,33,85,38.8,2,15,13.3,37,44,84.1,18,29,47,16,14,4,12,20,1
NYK,NYK @ BOS,10/29/2010,2010-11,L,240,101,37,85,43.5,9,27,33.3,18,27,66.7,9,29,38,24,8,9,10,20,-4
BOS,BOS vs. NYK,10/29/2010,2010-11,W,240,105,44,91,48.4,5,16,31.3,12,18,66.7,14,40,54,33,2,1,18,23,4
SAC,SAC @ NJN,10/29/2010,2010-11,L,240,100,39,93,41.9,5,20,25.0,17,26,65.4,10,21,31,21,7,3,12,32,-6
NJN,NJN vs. SAC,10/29/2010,2010-11,W,240,106,32,61,52.5,6,11,54.5,36,45,80.0,5,38,43,18,2,4,27,30,6
PHX,PHX vs. LAL,10/29/2010,2010-11,L,240,106,44,93,47.3,9,24,37.5,9,13,69.2,12,31,43,21,4,7,10,14,-8
LAL,LAL @ PHX,10/29/2010,2010-11,W,240,114,46,95,48.4,12,27,44.4,10,12,83.3,13,33,46,21,8,3,11,14,8
LAC,LAC @ GSW,10/29/2010,2010-11,L,240,91,32,83,38.6,5,18,27.8,22,32,68.8,14,26,40,17,7,1,17,16,-18
GSW,GSW vs. LAC,10/29/2010,2010-11,W,240,109,43,81,53.1,14,24,58.3,9,17,52.9,9,37,46,32,8,7,18,25,18
PHI,PHI vs. ATL,10/29/2010,2010-11,L,240,101,35,85,41.2,5,11,45.5,26,33,78.8,12,24,36,24,9,6,9,21,-3
ATL,ATL @ PHI,10/29/2010,2010-11,W,240,104,36,70,51.4,6,17,35.3,26,31,83.9,10,36,46,24,3,8,20,26,3
UTA,UTA vs. PHX,10/28/2010,2010-11,L,240,94,36,84,42.9,3,13,23.1,19,27,70.4,14,31,45,19,8,6,16,28,-16
PHX,PHX @ UTA,10/28/2010,2010-11,W,240,110,37,80,46.3,10,26,38.5,26,34,76.5,12,32,44,20,11,4,15,25,16
WAS,WAS @ ORL,10/28/2010,2010-11,L,240,83,29,78,37.2,4,19,21.1,21,30,70.0,3,22,25,17,10,3,13,25,-29
ORL,ORL vs. WAS,10/28/2010,2010-11,W,240,112,43,77,55.8,8,24,33.3,18,32,56.3,11,42,53,20,5,3,21,22,29
MEM,MEM vs. ATL,10/27/2010,2010-11,L,240,104,40,86,46.5,4,9,44.4,20,25,80.0,9,30,39,13,7,4,14,26,-15
ATL,ATL @ MEM,10/27/2010,2010-11,W,240,119,42,80,52.5,8,16,50.0,27,31,87.1,9,35,44,20,7,9,15,20,15
CHI,CHI @ OKC,10/27/2010,2010-11,L,240,95,40,93,43.0,2,14,14.3,13,22,59.1,15,36,51,21,6,6,15,28,-11
OKC,OKC vs. CHI,10/27/2010,2010-11,W,240,106,32,78,41.0,4,18,22.2,38,47,80.9,9,35,44,17,11,10,12,15,11
TOR,TOR vs. NYK,10/27/2010,2010-11,L,240,93,36,94,38.3,3,10,30.0,18,24,75.0,12,33,45,20,6,5,12,20,-5
NYK,NYK @ TOR,10/27/2010,2010-11,W,240,98,38,88,43.2,7,24,29.2,15,17,88.2,13,36,49,12,4,10,16,23,5
NOH,NOH vs. MIL,10/27/2010,2010-11,W,240,95,34,79,43.0,4,17,23.5,23,29,79.3,6,38,44,23,4,0,9,26,4
MIL,MIL @ NOH,10/27/2010,2010-11,L,240,91,33,77,42.9,8,23,34.8,17,28,60.7,8,37,45,14,4,2,12,27,-4
SAC,SAC @ MIN,10/27/2010,2010-11,W,240,117,39,85,45.9,4,11,36.4,35,47,74.5,14,31,45,25,8,4,13,24,1
MIN,MIN vs. SAC,10/27/2010,2010-11,L,240,116,43,91,47.3,8,18,44.4,22,28,78.6,11,35,46,22,5,8,13,32,-1
DEN,DEN vs. UTA,10/27/2010,2010-11,W,240,110,35,80,43.8,6,20,30.0,34,41,82.9,12,34,46,23,9,2,16,31,22
UTA,UTA @ DEN,10/27/2010,2010-11,L,240,88,27,70,38.6,3,13,23.1,31,43,72.1,11,33,44,21,7,4,22,30,-22
DAL,DAL vs. CHA,10/27/2010,2010-11,W,240,101,41,75,54.7,4,15,26.7,15,18,83.3,7,34,41,29,12,5,17,18,15
CHA,CHA @ DAL,10/27/2010,2010-11,L,240,86,29,73,39.7,5,13,38.5,23,24,95.8,8,28,36,22,8,3,21,15,-15
CLE,CLE vs. BOS,10/27/2010,2010-11,W,240,95,36,81,44.4,6,20,30.0,17,21,81.0,8,29,37,24,5,4,15,20,8
BOS,BOS @ CLE,10/27/2010,2010-11,L,240,87,34,72,47.2,3,12,25.0,16,21,76.2,6,32,38,24,8,1,19,24,-8
POR,POR @ LAC,10/27/2010,2010-11,W,240,98,36,88,40.9,8,20,40.0,18,23,78.3,21,30,51,17,9,6,14,23,10
LAC,LAC vs. POR,10/27/2010,2010-11,L,240,88,32,79,40.5,5,18,27.8,19,30,63.3,14,27,41,19,8,8,15,20,-10
NJN,NJN vs. DET,10/27/2010,2010-11,W,240,101,39,80,48.8,6,14,42.9,17,24,70.8,9,35,44,17,4,4,12,23,3
DET,DET @ NJN,10/27/2010,2010-11,L,240,98,37,83,44.6,8,19,42.1,16,30,53.3,10,27,37,21,7,3,6,19,-3
IND,IND @ SAS,10/27/2010,2010-11,L,240,109,41,77,53.2,8,21,38.1,19,28,67.9,9,27,36,20,9,6,23,26,-13
SAS,SAS vs. IND,10/27/2010,2010-11,W,240,122,42,83,50.6,9,20,45.0,29,36,80.6,9,26,35,29,15,5,14,21,13
GSW,GSW vs. HOU,10/27/2010,2010-11,W,240,132,51,92,55.4,8,20,40.0,22,26,84.6,14,31,45,25,5,7,13,30,4
HOU,HOU @ GSW,10/27/2010,2010-11,L,240,128,41,87,47.1,4,16,25.0,42,52,80.8,15,24,39,24,9,2,9,20,-4
MIA,MIA @ PHI,10/27/2010,2010-11,W,240,97,33,69,47.8,8,16,50.0,23,31,74.2,5,32,37,15,8,6,16,18,10
PHI,PHI vs. MIA,10/27/2010,2010-11,L,240,87,36,83,43.4,7,18,38.9,8,11,72.7,10,28,38,24,10,4,19,22,-10
PHX,PHX @ POR,10/26/2010,2010-11,L,240,92,36,74,48.6,9,19,47.4,11,16,68.8,7,23,30,15,3,4,19,19,-14
POR,POR vs. PHX,10/26/2010,2010-11,W,240,106,43,93,46.2,10,20,50.0,10,15,66.7,18,30,48,31,11,2,15,22,14
BOS,BOS vs. MIA,10/26/2010,2010-11,W,240,88,32,69,46.4,8,16,50.0,16,25,64.0,8,34,42,25,6,4,20,19,8
MIA,MIA @ BOS,10/26/2010,2010-11,L,240,80,27,74,36.5,8,20,40.0,18,25,72.0,11,28,39,15,10,6,17,21,-8
LAL,LAL vs. HOU,10/26/2010,2010-11,W,240,112,40,96,41.7,9,21,42.9,23,28,82.1,14,30,44,21,11,4,12,24,2
HOU,HOU @ LAL,10/26/2010,2010-11,L,240,110,38,91,41.8,8,20,40.0,26,28,92.9,16,37,53,25,6,7,21,25,-2
CHA,CHA vs. CHI,04/14/2010,2009-10,L,240,89,32,80,40.0,3,14,21.4,22,26,84.6,9,24,33,20,15,7,13,21,-9
CHI,CHI @ CHA,04/14/2010,2009-10,W,240,98,36,76,47.4,6,18,33.3,20,25,80.0,13,28,41,18,7,6,18,22,9
MEM,MEM @ OKC,04/14/2010,2009-10,L,240,105,39,85,45.9,1,9,11.1,26,33,78.8,11,28,39,19,7,2,10,17,-9
OKC,OKC vs. MEM,04/14/2010,2009-10,W,240,114,42,79,53.2,10,25,40.0,20,25,80.0,10,32,42,25,4,9,14,25,9
NYK,NYK @ TOR,04/14/2010,2009-10,L,240,113,39,90,43.3,15,33,45.5,20,26,76.9,18,20,38,22,6,1,15,19,-18
TOR,TOR vs. NYK,04/14/2010,2009-10,W,240,131,52,80,65.0,7,14,50.0,20,25,80.0,4,29,33,28,9,5,11,20,18
WAS,WAS vs. IND,04/14/2010,2009-10,W,240,98,37,77,48.1,4,15,26.7,20,27,74.1,9,38,47,20,9,4,20,23,1
IND,IND @ WAS,04/14/2010,2009-10,L,240,97,33,83,39.8,3,22,13.6,28,32,87.5,13,29,42,15,8,3,15,22,-1
MIN,MIN vs. DET,04/14/2010,2009-10,L,240,98,38,77,49.4,3,12,25.0,19,24,79.2,12,27,39,23,6,7,17,24,-5
DET,DET @ MIN,04/14/2010,2009-10,W,240,103,38,79,48.1,4,17,23.5,23,30,76.7,12,23,35,16,11,5,13,21,5
SAS,SAS @ DAL,04/14/2010,2009-10,L,240,89,37,91,40.7,2,22,9.1,13,20,65.0,11,41,52,18,9,3,11,17,-7
DAL,DAL vs. SAS,04/14/2010,2009-10,W,240,96,35,85,41.2,6,14,42.9,20,28,71.4,10,37,47,22,8,7,12,15,7
CLE,CLE @ ATL,04/14/2010,2009-10,L,240,83,31,73,42.5,1,14,7.1,20,36,55.6,9,26,35,18,11,2,15,18,-16
ATL,ATL vs. CLE,04/14/2010,2009-10,W,240,99,43,79,54.4,2,11,18.2,11,17,64.7,9,33,42,26,9,2,19,22,16
PHX,PHX @ UTA,04/14/2010,2009-10,W,240,100,35,74,47.3,10,27,37.0,20,27,74.1,7,35,42,21,10,10,15,23,14
UTA,UTA vs. PHX,04/14/2010,2009-10,L,240,86,30,80,37.5,7,19,36.8,19,24,79.2,10,31,41,17,5,2,19,26,-14
GSW,GSW @ POR,04/14/2010,2009-10,W,240,122,44,88,50.0,12,30,40.0,22,31,71.0,9,31,40,22,10,4,8,18,6
POR,POR vs. GSW,04/14/2010,2009-10,L,240,116,44,87,50.6,10,26,38.5,18,24,75.0,9,34,43,32,3,2,14,21,-6
NJN,NJN @ MIA,04/14/2010,2009-10,L,290,86,29,80,36.3,5,19,26.3,23,32,71.9,15,39,54,12,3,5,20,15,-8
MIA,MIA vs. NJN,04/14/2010,2009-10,W,290,94,37,93,39.8,8,26,30.8,12,16,75.0,15,34,49,15,10,8,15,26,8
HOU,HOU vs. NOH,04/14/2010,2009-10,L,240,115,47,87,54.0,6,19,31.6,15,25,60.0,9,23,32,31,8,6,10,19,-8
NOH,NOH @ HOU,04/14/2010,2009-10,W,240,123,51,80,63.8,9,15,60.0,12,16,75.0,5,32,37,28,6,2,14,17,8
PHI,PHI @ ORL,04/14/2010,2009-10,L,240,111,43,83,51.8,6,19,31.6,19,24,79.2,9,22,31,23,6,5,8,17,-14
ORL,ORL vs. PHI,04/14/2010,2009-10,W,240,125,49,82,59.8,11,25,44.0,16,20,80.0,8,31,39,21,4,2,12,18,14
LAC,LAC vs. LAL,04/14/2010,2009-10,W,240,107,42,83,50.6,9,23,39.1,14,19,73.7,9,39,48,31,9,7,12,21,16
LAL,LAL @ LAC,04/14/2010,2009-10,L,240,91,34,86,39.5,4,11,36.4,19,28,67.9,16,33,49,20,3,2,14,16,-16
MIL,MIL @ BOS,04/14/2010,2009-10,W,240,106,40,79,50.6,10,26,38.5,16,24,66.7,11,30,41,25,6,2,8,20,11
BOS,BOS vs. MIL,04/14/2010,2009-10,L,240,95,36,76,47.4,8,22,36.4,15,21,71.4,7,27,34,23,4,3,9,22,-11
DEN,DEN @ PHX,04/13/2010,2009-10,L,240,101,41,97,42.3,6,21,28.6,13,21,61.9,12,22,34,15,7,5,6,26,-22
PHX,PHX vs. DEN,04/13/2010,2009-10,W,240,123,43,80,53.8,14,24,58.3,23,34,67.6,14,38,52,23,3,7,13,22,22
BOS,BOS @ CHI,04/13/2010,2009-10,L,240,93,35,80,43.8,5,15,33.3,18,24,75.0,8,32,40,18,4,3,9,24,-8
CHI,CHI vs. BOS,04/13/2010,2009-10,W,240,101,40,83,48.2,5,11,45.5,16,24,66.7,11,38,49,22,1,6,10,21,8
SAC,SAC @ LAL,04/13/2010,2009-10,L,240,100,43,90,47.8,5,16,31.3,9,14,64.3,15,26,41,27,10,3,12,21,-6
LAL,LAL vs. SAC,04/13/2010,2009-10,W,240,106,41,83,49.4,7,20,35.0,17,21,81.0,14,25,39,24,2,5,16,15,6
GSW,GSW vs. UTA,04/13/2010,2009-10,L,240,94,32,84,38.1,7,23,30.4,23,28,82.1,6,29,35,20,11,4,14,19,-9
UTA,UTA @ GSW,04/13/2010,2009-10,W,240,103,41,85,48.2,5,18,27.8,16,20,80.0,15,46,61,29,10,3,22,23,9
DEN,DEN vs. MEM,04/12/2010,2009-10,W,240,123,40,87,46.0,11,32,34.4,32,39,82.1,11,37,48,24,9,11,9,24,22
MEM,MEM @ DEN,04/12/2010,2009-10,L,240,101,36,92,39.1,2,10,20.0,27,36,75.0,14,33,47,17,6,9,13,27,-22
SAC,SAC vs. HOU,04/12/2010,2009-10,L,240,107,41,85,48.2,5,12,41.7,20,24,83.3,7,29,36,21,9,2,13,20,-10
HOU,HOU @ SAC,04/12/2010,2009-10,W,240,117,43,83,51.8,8,24,33.3,23,23,100,6,29,35,22,5,5,14,17,10
MIL,MIL vs. ATL,04/12/2010,2009-10,L,240,96,36,93,38.7,11,32,34.4,13,17,76.5,11,23,34,20,5,1,4,22,-8
ATL,ATL @ MIL,04/12/2010,2009-10,W,240,104,39,74,52.7,7,16,43.8,19,27,70.4,11,37,48,17,4,11,12,21,8
IND,IND vs. ORL,04/12/2010,2009-10,L,240,98,36,88,40.9,10,29,34.5,16,24,66.7,9,29,38,20,9,2,14,23,-20
ORL,ORL @ IND,04/12/2010,2009-10,W,240,118,37,77,48.1,12,32,37.5,32,43,74.4,7,46,53,22,12,6,17,21,20
OKC,OKC @ POR,04/12/2010,2009-10,L,240,95,30,64,46.9,7,18,38.9,28,36,77.8,8,27,35,11,5,3,16,25,-8
POR,POR vs. OKC,04/12/2010,2009-10,W,240,103,40,80,50.0,3,15,20.0,20,27,74.1,8,27,35,20,7,3,8,23,8
TOR,TOR @ DET,04/12/2010,2009-10,W,240,111,45,75,60.0,9,15,60.0,12,16,75.0,4,30,34,37,1,3,14,21,14
DET,DET vs. TOR,04/12/2010,2009-10,L,240,97,37,79,46.8,5,17,29.4,18,23,78.3,11,23,34,20,7,5,10,17,-14
DAL,DAL @ LAC,04/12/2010,2009-10,W,240,117,45,83,54.2,11,27,40.7,16,19,84.2,8,29,37,37,6,4,10,15,23
LAC,LAC vs. DAL,04/12/2010,2009-10,L,240,94,38,83,45.8,6,17,35.3,12,15,80.0,11,28,39,23,5,3,16,19,-23
CHA,CHA @ NJN,04/12/2010,2009-10,W,240,105,43,87,49.4,3,7,42.9,16,17,94.1,11,36,47,31,3,5,15,19,10
NJN,NJN vs. CHA,04/12/2010,2009-10,L,240,95,35,89,39.3,4,24,16.7,21,25,84.0,15,28,43,18,8,4,11,17,-10
WAS,WAS @ NYK,04/12/2010,2009-10,L,240,103,41,82,50.0,10,17,58.8,11,19,57.9,14,27,41,25,8,7,17,21,-11
NYK,NYK vs. WAS,04/12/2010,2009-10,W,240,114,41,80,51.3,11,23,47.8,21,25,84.0,10,29,39,17,8,1,13,20,11
SAS,SAS vs. MIN,04/12/2010,2009-10,W,240,133,47,81,58.0,14,26,53.8,25,38,65.8,9,30,39,30,12,4,14,25,22
MIN,MIN @ SAS,04/12/2010,2009-10,L,240,111,39,82,47.6,9,16,56.3,24,30,80.0,6,30,36,21,6,4,19,27,-22
MIA,MIA @ PHI,04/12/2010,2009-10,W,240,107,40,72,55.6,5,12,41.7,22,28,78.6,9,29,38,21,8,2,12,18,2
PHI,PHI vs. MIA,04/12/2010,2009-10,L,240,105,41,75,54.7,12,25,48.0,11,19,57.9,5,25,30,35,5,3,10,23,-2
TOR,TOR vs. CHI,04/11/2010,2009-10,L,240,88,37,90,41.1,5,21,23.8,9,15,60.0,9,32,41,22,6,4,8,18,-16
CHI,CHI @ TOR,04/11/2010,2009-10,W,240,104,42,85,49.4,3,15,20.0,17,23,73.9,9,40,49,26,3,6,10,14,16
NOH,NOH vs. MIN,04/11/2010,2009-10,W,240,114,43,82,52.4,4,15,26.7,24,27,88.9,11,38,49,30,11,2,20,28,28
MIN,MIN @ NOH,04/11/2010,2009-10,L,240,86,26,66,39.4,3,13,23.1,31,38,81.6,4,26,30,13,9,3,19,22,-28
ORL,ORL @ CLE,04/11/2010,2009-10,W,240,98,38,79,48.1,9,26,34.6,13,19,68.4,10,28,38,29,8,9,14,18,6
CLE,CLE vs. ORL,04/11/2010,2009-10,L,240,92,34,83,41.0,6,18,33.3,18,23,78.3,14,28,42,17,6,2,14,22,-6
PHX,PHX vs. HOU,04/11/2010,2009-10,W,240,116,42,86,48.8,10,21,47.6,22,29,75.9,8,30,38,21,9,7,12,24,10
HOU,HOU @ PHX,04/11/2010,2009-10,L,240,106,38,85,44.7,12,22,54.5,18,23,78.3,10,35,45,28,7,4,18,23,-10
MIA,MIA @ NYK,04/11/2010,2009-10,W,240,111,44,84,52.4,7,18,38.9,16,22,72.7,11,26,37,18,8,2,11,21,13
NYK,NYK vs. MIA,04/11/2010,2009-10,L,240,98,33,73,45.2,7,24,29.2,25,28,89.3,10,29,39,25,5,2,15,18,-13
LAL,LAL vs. POR,04/11/2010,2009-10,L,240,88,37,87,42.5,5,22,22.7,9,14,64.3,10,31,41,19,5,6,6,18,-3
POR,POR @ LAL,04/11/2010,2009-10,W,240,91,36,80,45.0,6,15,40.0,13,15,86.7,12,34,46,19,0,5,11,23,3
GSW,GSW vs. OKC,04/11/2010,2009-10,W,240,120,41,81,50.6,12,21,57.1,26,33,78.8,8,35,43,25,6,8,15,20,3
OKC,OKC @ GSW,04/11/2010,2009-10,L,240,117,44,104,42.3,9,21,42.9,20,24,83.3,23,32,55,25,7,6,14,25,-3
DET,DET @ CHA,04/10/2010,2009-10,L,240,95,36,79,45.6,6,21,28.6,17,26,65.4,13,21,34,26,9,2,10,23,-4
CHA,CHA vs. DET,04/10/2010,2009-10,W,240,99,35,65,53.8,7,15,46.7,22,26,84.6,6,29,35,27,5,5,15,22,4
PHI,PHI @ MEM,04/10/2010,2009-10,W,240,120,49,86,57.0,14,26,53.8,8,11,72.7,10,29,39,28,7,5,14,26,19
MEM,MEM vs. PHI,04/10/2010,2009-10,L,240,101,34,69,49.3,3,13,23.1,30,41,73.2,6,27,33,15,10,1,16,14,-19
ATL,ATL @ WAS,04/10/2010,2009-10,W,240,105,40,74,54.1,9,18,50.0,16,18,88.9,8,23,31,22,7,8,12,15,10
WAS,WAS vs. ATL,04/10/2010,2009-10,L,240,95,40,79,50.6,7,12,58.3,8,12,66.7,13,26,39,26,1,4,17,17,-10
DEN,DEN vs. SAS,04/10/2010,2009-10,L,240,85,29,74,39.2,6,17,35.3,21,31,67.7,8,23,31,18,10,5,16,29,-19
SAS,SAS @ DEN,04/10/2010,2009-10,W,240,104,34,74,45.9,6,19,31.6,30,45,66.7,12,36,48,23,9,2,18,20,19
BOS,BOS @ MIL,04/10/2010,2009-10,W,240,105,35,75,46.7,4,9,44.4,31,35,88.6,12,30,42,15,8,6,9,24,15
MIL,MIL vs. BOS,04/10/2010,2009-10,L,240,90,31,78,39.7,8,24,33.3,20,24,83.3,11,27,38,14,7,3,11,25,-15
SAC,SAC vs. DAL,04/10/2010,2009-10,L,240,108,40,85,47.1,4,10,40.0,24,29,82.8,14,27,41,14,7,2,13,22,-18
DAL,DAL @ SAC,04/10/2010,2009-10,W,240,126,42,79,53.2,13,21,61.9,29,34,85.3,7,29,36,27,9,7,11,20,18
IND,IND vs. NJN,04/10/2010,2009-10,W,240,115,46,86,53.5,9,24,37.5,14,18,77.8,10,22,32,26,8,6,12,13,13
NJN,NJN @ IND,04/10/2010,2009-10,L,240,102,43,82,52.4,2,11,18.2,14,17,82.4,13,27,40,21,6,6,19,18,-13
GSW,GSW @ LAC,04/10/2010,2009-10,L,240,104,37,92,40.2,14,32,43.8,16,21,76.2,8,31,39,19,9,1,11,22,-3
LAC,LAC vs. GSW,04/10/2010,2009-10,W,240,107,42,83,50.6,5,20,25.0,18,27,66.7,9,46,55,23,6,6,18,20,3
PHX,PHX @ OKC,04/09/2010,2009-10,L,240,91,34,75,45.3,7,19,36.8,16,23,69.6,11,35,46,16,4,7,20,20,-5
OKC,OKC vs. PHX,04/09/2010,2009-10,W,240,96,35,88,39.8,4,13,30.8,22,27,81.5,12,27,39,16,11,9,13,22,5
NOH,NOH vs. UTA,04/09/2010,2009-10,L,240,103,39,79,49.4,8,15,53.3,17,24,70.8,7,28,35,20,7,4,14,18,-11
UTA,UTA @ NOH,04/09/2010,2009-10,W,240,114,44,80,55.0,8,20,40.0,18,24,75.0,7,34,41,32,10,4,12,23,11
LAL,LAL @ MIN,04/09/2010,2009-10,W,240,97,38,86,44.2,7,22,31.8,14,18,77.8,17,29,46,21,9,9,12,15,9
MIN,MIN vs. LAL,04/09/2010,2009-10,L,240,88,38,89,42.7,7,23,30.4,5,9,55.6,15,30,45,24,7,3,16,19,-9
ATL,ATL vs. TOR,04/09/2010,2009-10,W,240,107,36,88,40.9,8,25,32.0,27,30,90.0,18,31,49,24,8,7,10,21,6
TOR,TOR @ ATL,04/09/2010,2009-10,L,240,101,43,90,47.8,2,15,13.3,13,20,65.0,12,30,42,21,5,3,10,21,-6
POR,POR vs. DAL,04/09/2010,2009-10,L,240,77,28,77,36.4,5,19,26.3,16,23,69.6,11,34,45,16,6,7,15,22,-6
DAL,DAL @ POR,04/09/2010,2009-10,W,240,83,24,71,33.8,5,20,25.0,30,35,85.7,11,32,43,11,8,4,13,19,6
DET,DET @ MIA,04/09/2010,2009-10,W,240,106,40,80,50.0,11,25,44.0,15,19,78.9,13,21,34,22,9,1,9,19,7
MIA,MIA vs. DET,04/09/2010,2009-10,L,240,99,39,70,55.7,6,16,37.5,15,18,83.3,11,24,35,23,6,5,16,16,-7
CLE,CLE vs. IND,04/09/2010,2009-10,L,240,113,41,89,46.1,7,18,38.9,24,28,85.7,13,34,47,29,8,2,15,21,-3
IND,IND @ CLE,04/09/2010,2009-10,W,240,116,42,83,50.6,14,32,43.8,18,24,75.0,7,28,35,29,6,7,12,22,3
HOU,HOU vs. CHA,04/09/2010,2009-10,W,240,97,38,86,44.2,8,23,34.8,13,15,86.7,10,29,39,23,6,5,13,25,7
CHA,CHA @ HOU,04/09/2010,2009-10,L,240,90,33,77,42.9,4,14,28.6,20,26,76.9,12,32,44,19,6,6,16,22,-7
NYK,NYK @ ORL,04/09/2010,2009-10,L,240,103,35,74,47.3,16,33,48.5,17,22,77.3,9,26,35,21,6,2,13,20,-15
ORL,ORL vs. NYK,04/09/2010,2009-10,W,240,118,47,84,56.0,15,32,46.9,9,18,50.0,14,25,39,28,9,3,9,18,15
WAS,WAS @ BOS,04/09/2010,2009-10,W,240,106,37,76,48.7,5,13,38.5,27,35,77.1,10,39,49,25,6,6,19,19,10
BOS,BOS vs. WAS,04/09/2010,2009-10,L,240,96,38,90,42.2,9,25,36.0,11,19,57.9,14,26,40,24,9,4,13,27,-10
CHI,CHI @ NJN,04/09/2010,2009-10,L,290,116,44,92,47.8,9,24,37.5,19,29,65.5,9,42,51,25,3,9,17,26,-11
NJN,NJN vs. CHI,04/09/2010,2009-10,W,290,127,49,105,46.7,5,21,23.8,24,32,75.0,13,42,55,26,9,5,11,24,11
SAS,SAS vs. MEM,04/09/2010,2009-10,L,240,99,33,75,44.0,9,28,32.1,24,32,75.0,7,32,39,22,7,5,13,22,-8
MEM,MEM @ SAS,04/09/2010,2009-10,W,240,107,43,88,48.9,4,9,44.4,17,25,68.0,16,32,48,19,9,5,11,23,8
PHI,PHI vs. MIL,04/09/2010,2009-10,L,240,90,36,81,44.4,9,22,40.9,9,20,45.0,11,29,40,20,8,6,18,18,-5
MIL,MIL @ PHI,04/09/2010,2009-10,W,240,95,32,77,41.6,10,29,34.5,21,23,91.3,9,30,39,23,10,5,14,19,5
DEN,DEN vs. LAL,04/08/2010,2009-10,W,240,98,34,78,43.6,11,25,44.0,19,28,67.9,9,30,39,23,5,7,10,23,2
LAL,LAL @ DEN,04/08/2010,2009-10,L,240,96,30,82,36.6,8,21,38.1,28,33,84.8,17,35,52,16,5,6,11,20,-2
LAC,LAC @ SAC,04/08/2010,2009-10,L,240,94,39,82,47.6,7,19,36.8,9,11,81.8,7,25,32,18,5,4,12,14,-22
SAC,SAC vs. LAC,04/08/2010,2009-10,W,240,116,50,92,54.3,4,11,36.4,12,15,80.0,14,33,47,20,6,3,9,13,22
CLE,CLE @ CHI,04/08/2010,2009-10,L,240,108,41,86,47.7,9,25,36.0,17,24,70.8,9,27,36,23,6,6,11,19,-1
CHI,CHI vs. CLE,04/08/2010,2009-10,W,240,109,44,85,51.8,5,11,45.5,16,25,64.0,8,36,44,25,5,9,13,21,1
DEN,DEN @ OKC,04/07/2010,2009-10,W,240,98,33,82,40.2,7,17,41.2,25,29,86.2,15,35,50,15,12,6,18,26,4
OKC,OKC vs. DEN,04/07/2010,2009-10,L,240,94,35,80,43.8,1,14,7.1,23,31,74.2,10,31,41,17,5,9,16,20,-4
TOR,TOR vs. BOS,04/07/2010,2009-10,L,240,104,43,90,47.8,6,17,35.3,12,12,100,10,22,32,24,7,6,9,27,-11
BOS,BOS @ TOR,04/07/2010,2009-10,W,240,115,40,71,56.3,7,17,41.2,28,33,84.8,9,27,36,22,5,5,14,17,11
NOH,NOH vs. CHA,04/07/2010,2009-10,L,240,103,39,81,48.1,8,20,40.0,17,22,77.3,9,25,34,23,14,5,14,23,-1
CHA,CHA @ NOH,04/07/2010,2009-10,W,240,104,36,74,48.6,11,24,45.8,21,24,87.5,10,31,41,22,8,6,22,20,1
MIN,MIN vs. GSW,04/07/2010,2009-10,L,240,107,39,81,48.1,10,20,50.0,19,27,70.4,10,26,36,25,6,2,16,15,-9
GSW,GSW @ MIN,04/07/2010,2009-10,W,240,116,46,82,56.1,8,16,50.0,16,18,88.9,7,32,39,33,11,1,17,23,9
DAL,DAL vs. MEM,04/07/2010,2009-10,W,240,110,42,76,55.3,8,14,57.1,18,21,85.7,7,30,37,28,11,4,14,21,26
MEM,MEM @ DAL,04/07/2010,2009-10,L,240,84,33,71,46.5,2,10,20.0,16,24,66.7,9,24,33,12,4,1,20,22,-26
MIL,MIL vs. NJN,04/07/2010,2009-10,W,240,108,43,83,51.8,7,22,31.8,15,19,78.9,7,38,45,27,8,6,12,21,19
NJN,NJN @ MIL,04/07/2010,2009-10,L,240,89,30,76,39.5,7,16,43.8,22,26,84.6,7,27,34,14,5,4,13,20,-19
NYK,NYK @ IND,04/07/2010,2009-10,L,240,105,40,89,44.9,10,25,40.0,15,17,88.2,15,30,45,22,3,2,11,20,-8
IND,IND vs. NYK,04/07/2010,2009-10,W,240,113,43,88,48.9,10,28,35.7,17,26,65.4,16,32,48,23,7,3,10,16,8
